"","taxa","count","family","genus","species"
"5444","Fabaceae pro parte",13,"Fabaceae","",""
"5584","Flabellaria-type (F. paniculata)",13,"Malpighiaceae","Flabellaria",""
"5610","Forestiera",13,"Oleaceae","Forestiera",""
"5750","Fungi (type 2, UAB)",13,NA,NA,NA
"5757","Fungi (type 21, UAB)",13,NA,NA,NA
"5772","Fungi (type 31, UAB)",13,NA,NA,NA
"5900","Gagea nevadensis",13,"Liliaceae","Gagea","nevadensis"
"5969","Gelasinospora reticulispora",13,NA,NA,NA
"6060","Geranium robertianum-type",13,"Geraniaceae","Geranium","robertianum"
"6185","Grewioideae",13,NA,NA,NA
"6227","Gymnocarpos",13,"Caryophyllaceae","Gymnocarpos",""
"6365","Helictochloa versicolor",13,"Poaceae","Helictochloa","versicolor"
"6416","Heteranthera",13,"Pontederiaceae","Heteranthera",""
"6464","Hippophaë cf. H. rhamnoides",13,"Elaeagnaceae","Hippophae",""
"6537","Huperzia phlegmaria-type",13,"Lycopodiaceae","Huperzia","phlegmaria"
"6544","Huperzia selago undiff.",13,"Lycopodiaceae","Huperzia","selago"
"6557","Hyalosphenia elegans",13,NA,NA,NA
"6608","Hymenophyllum tunbrigense",13,"Hymenophyllaceae","Hymenophyllum","tunbrigense"
"6616","Hyophorbe-type",13,"Arecaceae","Hyophorbe",""
"6678","Ilex (type 1)",13,"Aquifoliaceae","Ilex",""
"6834","Jamesonia (Eriosorus sensu stricto)",13,"Pteridaceae","Jamesonia",""
"6916","Justicia anselliana-type",13,"Acanthaceae","Justicia","anselliana"
"7001","Labourdonnaisia-type",13,"Sapotaceae","Labourdonnaisia",""
"7181","Leontice-type",13,"Berberidaceae","Leontice",""
"7189","Lepidocaryum",13,"Arecaceae","Lepidocaryum",""
"7209","Leptecophylla",13,"Ericaceae","Leptecophylla",""
"7221","Leptospermum myrsinoides",13,"Myrtaceae","Leptospermum","myrsinoides"
"7262","Ligustrum vulgare-type",13,"Oleaceae","Ligustrum","vulgare"
"7512","Lycopodiaceae: Lycopodium-type (type 3)",13,"Lycopodiaceae","Lycopodium",""
"7513","Lycopodiella",13,"Lycopodiaceae","Lycopodiella",""
"7536","Lycopodium annotinum/Diphasiastrum complanatum",13,"Lycopodiaceae","Lycopodium",""
"7802","Markhamia",13,"Bignoniaceae","Markhamia",""
"7916","Menispermum",13,"Menispermaceae","Menispermum",""
"8176","Montiaceae cf. Montia",13,"Montiaceae",NA,""
"8216","Mougeotia cf. M. gracillima (type 61, HdV)",13,NA,NA,NA
"8250","Mutisieae undiff.",13,"","",""
"8351","Myrtaceae (type 4)",13,"Myrtaceae","",""
"8356","Myrtaceae (type 56a)",13,"Myrtaceae","",""
"8537","Nyssa sylvatica-type",13,"Nyssaceae","Nyssa","sylvatica"
"8698","Ormocarpum-type",13,"Fabaceae","Ormocarpum",""
"8723","Osmunda (baculate)",13,"Osmundaceae","Osmunda",""
"8831","Papaver rhoeas group",13,"Papaveraceae","Papaver",""
"8956","Pediastrum patagonicum",13,NA,NA,NA
"9024","Pera-type",13,"Peraceae","Pera",""
"9197","Phymatodes-type",13,"Dipteridaceae","Dipteris",""
"9213","Picea (degraded)",13,"Pinaceae","Picea",""
"9266","Pinaceae (broken)",13,"Pinaceae","",""
"9299","Pinus aristata",13,"Pinaceae","Pinus","aristata"
"9336","Pinus maritima-type",13,"Pinaceae","Pinus","halepensis"
"9536","Platyzoma microphyllum",13,"Pteridaceae","Pteris","platyzomopsis"
"9538","Plectranthus congestus",13,"Lamiaceae","Plectranthus","congestus"
"9552","Pleurandra",13,NA,NA,NA
"9735","Polygala comosa-type",13,"Polygalaceae","Polygala","comosa"
"9755","Polygonatum verticillatum",13,"Asparagaceae","Polygonatum","verticillatum"
"9774","Polygonum delopyrum-type",13,"Polygonaceae","Polygonum","delopyrum"
"9792","Polygonum sensu lato (tricolporate)",13,"Polygonaceae","Polygonum",""
"9865","Polypodiophyta (monolete, verrucate, type II)",13,NA,NA,NA
"10024","Potentilla aurea",13,"Rosaceae","Potentilla","aurea"
"10089","Prosopis africana",13,"Fabaceae","Anonychium","africanum"
"10102","Proteaceae cf. Grevillea",13,"Proteaceae",NA,""
"10435","Quercus macrocarpa",13,"Fagaceae","Quercus","macrocarpa"
"10492","Ranunculaceae/Papaveraceae undiff.",13,NA,"",""
"10509","Ranunculus batrachioides",13,"Ranunculaceae","Ranunculus","batrachioides"
"10518","Ranunculus flabellaris",13,"Ranunculaceae","Ranunculus","flabellaris"
"10594","Retipollenites sp.",13,NA,NA,NA
"10609","Retitricolpites sp.",13,NA,NA,NA
"10724","Rhytidospora cf. R. tetraspora (type 171, HdV)",13,NA,NA,NA
"10740","Ribes-type",13,"Grossulariaceae","Ribes",""
"10779","Rosa abyssinica-type",13,"Rosaceae","Rosa","abyssinica"
"10969","Ruppiaceae",13,"Ruppiaceae","",""
"11060","Salpichroa-type",13,"Solanaceae","Salpichroa",""
"11122","Sapindaceae (type A)",13,"Sapindaceae","",""
"11244","Scenedesmus cf. naegelii",13,NA,NA,NA
"11406","Selaginella decomposita",13,"Selaginellaceae","Selaginella","decomposita"
"11445","Selinum carvifolia",13,"Apiaceae","Selinum",""
"11560","Silene undiff.",13,"Caryophyllaceae","Silene",""
"11584","Simaroubaceae",13,"Simaroubaceae","",""
"11630","Solanaceae (type 3)",13,"Solanaceae","",""
"11632","Solanaceae aff. Fabiana",13,"Solanaceae",NA,""
"11638","Solanecio-type (S. mannii)",13,"Asteraceae","Solanecio",""
"11752","Spermacoce chaetocephala",13,"Rubiaceae","Spermacoce","chaetocephala"
"11781","Spermatophyta (colporate, type 3)",13,NA,NA,NA
"11951","Stachys palustris",13,"Lamiaceae","Stachys","palustris"
"12045","Stryphnodendron-type",13,"Fabaceae","Stryphnodendron",""
"12194","Tarasa-type",13,"Malvaceae","Tarasa",""
"12310","Thalictrum sp.",13,"Ranunculaceae","Thalictrum",""
"12406","Toddalia",13,"Rutaceae","Toddalia",""
"12452","Trachycarpus fortunei",13,"Arecaceae","Trachycarpus","fortunei"
"12611","Triletes (>30 µm)",13,NA,NA,NA
"12710","Typha latifolia (broken)",13,"Typhaceae","Typha","latifolia"
"12737","Uapaca robynsii-type",13,"Phyllanthaceae","Uapaca","robynsii"
"12742","Uebelinia-type (U. abyssinica)",13,"Caryophyllaceae","Uebelinia",""
"12811","Unknown (cf. spore, rounded)",13,NA,NA,NA
"13085","Unknown (type 170)",13,NA,NA,NA
"13101","Unknown (type 183, HdV)",13,NA,NA,NA
"13318","Unknown (type N)",13,NA,NA,NA
"13324","Unknown (type P5, Melief 1985)",13,NA,NA,NA
"13384","Urticaceae/Moraceae (hexaporate)",13,NA,"",""
"13570","Vicia hirsuta/V. tetrasperma",13,"Fabaceae","Vicia",""
"13589","Viola arvensis",13,"Violaceae","Viola","arvensis"
"13629","Vitex doniana",13,"Lamiaceae","Vitex","doniana"
"68","Acalypha sp.",12,"Euphorbiaceae","Acalypha",""
"96","Acer cf. A. pensylvanicum",12,"Sapindaceae","Acer",""
"216","Adonis vernalis",12,"Ranunculaceae","Adonis","vernalis"
"265","aff. Melanoxylon",12,"Fabaceae","Melanoxylum",""
"279","Agarista",12,"Ericaceae","Agarista",""
"332","Alchemilla pentaphyllea-type",12,"Rosaceae","Alchemilla","pentaphyllea"
"589","Anacardiaceae (type 16)",12,"Anacardiaceae","",""
"760","Anthoceros (type II)",12,"Anthocerotaceae","Anthoceros",""
"917","Arabis",12,"Brassicaceae","Arabis",""
"1035","Arenga-type",12,"Arecaceae","Arenga",""
"1066","Arnica",12,"Asteraceae","Arnica",""
"1123","Ascarina lucida",12,"Chloranthaceae","Ascarina","lucida"
"1220","Asteraceae (type 2C)",12,"Asteraceae","",""
"1239","Asteraceae undiff. (crumpled)",12,"Asteraceae","",""
"1338","Atriplex nudicaulis",12,"Amaranthaceae","Atriplex","nudicaulis"
"1399","Bactrodesmium-type (type 502, HdV)",12,NA,NA,NA
"1426","Ballota",12,"Lamiaceae","Ballota",""
"1458","Basella",12,"Basellaceae","Basella",""
"1463","Basilicum-type",12,"Lamiaceae","Basilicum",""
"1538","Betula cf. B. occidentalis",12,"Betulaceae","Betula",""
"1589","Bidens tripartita-type",12,"Asteraceae","Bidens","tripartita"
"1652","Blighia-type",12,"Sapindaceae","Blighia",""
"1662","Boehmeria-type",12,"Urticaceae","Boehmeria",""
"1827","Broussasia (round-lobed)",12,NA,NA,NA
"1915","Burseraceae undiff.",12,"Burseraceae","",""
"2240","Cassia/Senna",12,"Fabaceae",NA,""
"2255","Castanea?",12,"Fagaceae","Castanea",""
"2338","Celtis (type 4)",12,"Cannabaceae","Celtis",""
"2519","cf. Aconitum",12,"Ranunculaceae","Aconitum",""
"2583","cf. Asparagus",12,"Asparagaceae","Asparagus",""
"2645","cf. Caltha",12,"Ranunculaceae","Caltha",""
"2655","cf. Capparis",12,"Capparaceae","Capparis",""
"2790","cf. Epilobium",12,"Onagraceae","Epilobium",""
"2794","cf. Eriogonum",12,"Polygonaceae","Eriogonum",""
"2839","cf. Gentianella-type",12,"Gentianaceae","Gentianella",""
"3091","cf. Primula",12,"Primulaceae","Primula",""
"3110","cf. Rafinesquia",12,NA,NA,""
"3175","cf. Saxifraga granulata",12,"Saxifragaceae","Saxifraga",""
"3176","cf. Saxifraga oppositifolia",12,"Saxifragaceae","Saxifraga",""
"3202","cf. Sibbaldianthe bifurca",12,"Rosaceae","Sibbaldianthe",""
"3228","cf. Stellaria",12,NA,NA,""
"3299","cf. Veronica",12,"Plantaginaceae","Veronica",""
"3325","cf. Zollernia",12,"Fabaceae","Zollernia",""
"3383","Charpentiera",12,"Amaranthaceae","Charpentiera",""
"3422","Chomelia",12,"Rubiaceae","Chomelia",""
"3452","Chrysosplenium tetrandrum",12,"Saxifragaceae","Chrysosplenium","tetrandrum"
"3486","Cingutriletes interruptus",12,NA,NA,NA
"3575","Clavainaperturites aff. C. clavatus",12,NA,NA,NA
"3611","Cleome-type gynandra",12,"Cleomaceae","Cleome","gynandra"
"3619","Clibadium",12,"Asteraceae","Clibadium",""
"3733","Combretum glutinosum",12,"Combretaceae","Combretum","glutinosum"
"3805","Consolida ambigua-type",12,"Ranunculaceae","Delphinium","ambiguum"
"3826","Copaifera aff. C. coriacea",12,"Fabaceae","Copaifera",""
"3908","Cornus-type",12,"Cornaceae","Cornus",""
"4064","Ctenitis",12,"Dryopteridaceae","Ctenitis",""
"4127","Cuscuta epithymum",12,"Convolvulaceae","Cuscuta","epithymum"
"4185","Cyathea-type manniana",12,"Cyatheaceae","Alsophila","manniana"
"4256","Cyperaceae (degraded)",12,"Cyperaceae","",""
"4257","Cyperaceae (globose, <20 µm)",12,"Cyperaceae","",""
"4265","Cyperaceae cf. Rhynchospora alba",12,"Cyperaceae",NA,""
"4318","Dalbergia (type 1)",12,"Fabaceae","Dalbergia",""
"4388","Dendrobangia",12,"Cardiopteridaceae","Dendrobangia",""
"4401","Descurainia",12,"Brassicaceae","Descurainia",""
"4444","Dichrostachys cinerea-type",12,"Fabaceae","Dichrostachys","cinerea"
"4463","Dicranopteris linearis",12,"Gleicheniaceae","Dicranopteris","linearis"
"4498","Dimorphandra",12,"Fabaceae","Dimorphandra",""
"4533","Diphasiastrum sitchense",12,"Lycopodiaceae","Lycopodium","sitchense"
"4564","Dipsacus fullonum",12,"Caprifoliaceae","Dipsacus","fullonum"
"4624","Doronicum",12,"Asteraceae","Doronicum",""
"4875","Ephedra alata",12,"Ephedraceae","Ephedra","alata"
"4942","Erica cf. E. cinerea",12,"Ericaceae","Erica",""
"5054","Escallonia undiff.",12,"Escalloniaceae","Escallonia",""
"5119","Eudicotyledoneae (pericolporate, echinate, Mauritius type 188, de Boer)",12,NA,NA,NA
"5130","Eudicotyledoneae (tetracolporate)",12,NA,NA,NA
"5176","Eudicotyledoneae (tricolporate, globose)",12,NA,NA,NA
"5278","Eudicotyledoneae (tricolporate, type 2)",12,NA,NA,NA
"5412","Fabaceae (reticulate, large)",12,"Fabaceae","",""
"5413","Fabaceae (reticulate, small)",12,"Fabaceae","",""
"5469","Faboideae (reticulate)",12,NA,NA,NA
"5498","Fagopyrum esculentum-type",12,"Polygonaceae","Fagopyrum","esculentum"
"5587","Flabellariopsis-type",12,"Malpighiaceae","Flabellariopsis",""
"5650","Fraxinus anomala",12,"Oleaceae","Fraxinus","anomala"
"5737","Fungi (type 15, UAB)",12,NA,NA,NA
"5752","Fungi (type 20, HdV)",12,NA,NA,NA
"5849","Fungi (type 6, Helmens & Kuhry 1986)",12,NA,NA,NA
"5898","Gaeumannomyces undiff.",12,NA,NA,NA
"6105","Gleicheniidites",12,NA,NA,NA
"6388","Helosciadium inundatum",12,"Apiaceae","Apium","inundatum"
"6435","Hibiscus-type",12,"Malvaceae","Hibiscus",""
"6443","Hieronyma (type 1)",12,"Phyllanthaceae","Hieronyma",""
"6452","Hippeastrum",12,"Amaryllidaceae","Hippeastrum",""
"6640","Hypericum pulchrum",12,"Hypericaceae","Hypericum","pulchrum"
"6665","Hypoxis hirsuta",12,"Hypoxidaceae","Hypoxis","hirsuta"
"6682","Ilex cf. I. mitis",12,"Aquifoliaceae","Ilex",""
"6701","Impatiens parviflora",12,"Balsaminaceae","Impatiens","parviflora"
"6783","Iron",12,"Ochnaceae","Sauvagesia",""
"6937","Kedrostis-type foetidissima",12,"Cucurbitaceae","Kedrostis","foetidissima"
"7098","Laserpitium",12,"Apiaceae","Laserpitium",""
"7116","Lathraea",12,"Orobanchaceae","Lathraea",""
"7232","Leucanthemopsis alpina",12,"Asteraceae","Leucanthemopsis","alpina"
"7297","Limonium-type",12,"Plumbaginaceae","Limonium",""
"7319","Linociera",12,"Oleaceae","Chionanthus",""
"7362","Lithospermum-type",12,"Boraginaceae","Lithospermum",""
"7465","Ludwigia cf. L. adscendens",12,"Onagraceae","Ludwigia",""
"7469","Ludwigia-type",12,"Onagraceae","Ludwigia",""
"7545","Lycopodium dendroideum",12,"Lycopodiaceae","Lycopodium","dendroideum"
"7597","Lysimachia cf. L. vulgaris",12,"Primulaceae","Lysimachia",""
"7736","Malus sylvestris",12,"Rosaceae","Malus","sylvestris"
"7739","Malus/Prunus-type",12,"Rosaceae",NA,""
"7780","Marattia",12,"Marattiaceae","Marattia",""
"7947","Meryta",12,"Araliaceae","Meryta",""
"8026","Mimosa (5 µm)",12,"Fabaceae","Mimosa",""
"8027","Mimosa (polyad)",12,"Fabaceae","Mimosa",""
"8058","mimosoid clade (indeterminable)",12,NA,NA,NA
"8113","Mitragyna-type stipulosa",12,"Rubiaceae","Mitragyna","stipulosa"
"8197","Morella/Corylus-type",12,NA,NA,""
"8253","Myoporaceae sensu stricto",12,NA,NA,NA
"8276","Myrianthus-type arboreus",12,"Urticaceae","Myrianthus","arboreus"
"8309","Myriophyllum sibiricum",12,"Haloragaceae","Myriophyllum","sibiricum"
"8338","Myrsine-type",12,"Primulaceae","Myrsine",""
"8405","Neea",12,"Nyctaginaceae","Neea",""
"8447","Newtonia-type",12,"Fabaceae","Newtonia",""
"8788","Pachypodium-type",12,"Apocynaceae","Pachypodium",""
"8821","Pandanus-type",12,"Pandanaceae","Pandanus",""
"8847","Paralecaniella",12,NA,NA,NA
"8927","Pediastrum (type B)",12,NA,NA,NA
"9030","Perfotricolpites digitatus",12,NA,NA,NA
"9056","Persicaria hydropiper/P. lapathifolia",12,"Polygonaceae","Persicaria",""
"9057","Persicaria hydropiperoides-type",12,"Polygonaceae","Persicaria","hydropiperoides"
"9086","Pfaffia",12,"Amaranthaceae","Pfaffia",""
"9172","Phyllanthus reticulatus",12,"Phyllanthaceae","Phyllanthus","reticulatus"
"9281","Pinguicula vulgaris",12,"Lentibulariaceae","Pinguicula","vulgaris"
"9358","Pinus rigida-type",12,"Pinaceae","Pinus","rigida"
"9420","Pityrogramma calomelanos",12,"Pteridaceae","Pityrogramma","calomelanos"
"9456","Plantago canescens-type",12,"Plantaginaceae","Plantago","canescens"
"9699","Poiretia",12,"Fabaceae","Poiretia",""
"9706","Polemonium acutiflorum",12,"Polemoniaceae","Polemonium","acutiflorum"
"9834","Polypodioideae",12,"Polypodiaceae","",""
"9860","Polypodiophyta (monolete, thick, large)",12,NA,NA,NA
"9940","Polypodium/Isoëtes",12,NA,NA,""
"10034","Potentilla-type undiff.",12,"Rosaceae","Potentilla",""
"10280","Pteridaceae: Pityrogramma-type",12,"Pteridaceae","Pityrogramma",""
"10395","Quararibea",12,"Malvaceae","Quararibea",""
"10554","Ranunculus-type undiff.",12,"Ranunculaceae","Ranunculus",""
"10576","Reseda luteola",12,"Resedaceae","Reseda","luteola"
"10703","Rhus longipes",12,"Anacardiaceae","Searsia","longipes"
"10706","Rhus typhina",12,"Anacardiaceae","Rhus","typhina"
"10721","Rhynchospora alba-type",12,"Cyperaceae","Rhynchospora","alba"
"10767","Robinia pseudoacacia",12,"Fabaceae","Robinia","pseudoacacia"
"10862","Rubiaceae: Tocoyena-type",12,"Rubiaceae","Tocoyena",""
"10878","Rubus idaeus-type",12,"Rosaceae","Rubus","idaeus"
"10974","Ruta graveolens",12,"Rutaceae","Ruta","graveolens"
"11018","Salacia",12,"Celastraceae","Salacia",""
"11182","Saxifraga cernua/S. rivularis-type",12,"Saxifragaceae","Saxifraga",""
"11282","Schoenoplectus lacustris subsp. lacustris",12,"Cyperaceae","Schoenoplectus",""
"11303","Scleranthus annuus-type",12,"Caryophyllaceae","Scleranthus","annuus"
"11322","Scorzonera",12,"Asteraceae","Scorzonera",""
"11366","Sebastiania undiff.",12,"Euphorbiaceae","Sebastiania",""
"11396","Selaginella (verrucate)",12,"Selaginellaceae","Selaginella",""
"11566","Silene vulgaris group",12,"Caryophyllaceae","Silene",""
"11624","Socratea exorrhiza",12,"Arecaceae","Socratea","exorrhiza"
"11800","Spermatophyta (monocolpate)",12,NA,NA,NA
"11825","Spermatophyta indet. (type 39)",12,NA,NA,NA
"12041","Struthanthus sp.",12,"Loranthaceae","Struthanthus",""
"12130","Symplocos peruviana-type",12,"Symplocaceae","Symplocos","peruviana"
"12151","Tabebuia (type 3)",12,"Bignoniaceae","Tabebuia",""
"12174","Tamarindus-type indica",12,"Fabaceae","Tamarindus","indica"
"12182","Tapeinosperma",12,"Primulaceae","Tapeinosperma",""
"12196","Taraxacum officinale",12,"Asteraceae","Taraxacum","officinale"
"12262","Tetracera-type",12,"Dilleniaceae","Tetracera",""
"12275","Tetragastris",12,"Burseraceae","Protium",""
"12304","Thalictrum dasycarpum-type",12,"Ranunculaceae","Thalictrum","dasycarpum"
"12350","Thunbergia",12,"Acanthaceae","Thunbergia",""
"12360","Tibetia himalaica",12,"Fabaceae","Tibetia","himalaica"
"12382","Tiliacora-type",12,"Menispermaceae","Tiliacora",""
"12386","Tilioideae cf. Apeiba",12,"Malvaceae","Apeiba",""
"12440","Toxicodendron radicans",12,"Anacardiaceae","Toxicodendron","radicans"
"12477","Trema aspera",12,"Cannabaceae","Trema","aspera"
"12498","Trichilia undiff.",12,"Meliaceae","Trichilia",""
"12535","Trichuris sp.",12,NA,NA,NA
"12918","Unknown (porate, ornamented)",12,NA,NA,NA
"12972","Unknown (trilete, psilate, spherical)",12,NA,NA,NA
"12992","Unknown (triporate) undiff.",12,NA,NA,NA
"13039","Unknown (type 134)",12,NA,NA,NA
"13068","Unknown (type 156)",12,NA,NA,NA
"13175","Unknown (type 29)",12,NA,NA,NA
"13267","Unknown (type 77)",12,NA,NA,NA
"13299","Unknown (type C)",12,NA,NA,NA
"13322","Unknown (type P2, Melief 1985)",12,NA,NA,NA
"13405","Utricularia minor",12,"Lentibulariaceae","Utricularia","minor"
"13443","Valeriana capitata",12,"Caprifoliaceae","Valeriana","capitata"
"13483","Valsaria-type (type 263, HdV)",12,NA,NA,NA
"13631","Vitex-type",12,"Lamiaceae","Vitex",""
"73","Acanthaceae (diporate)",11,"Acanthaceae","",""
"173","Actinopeltis undiff.",11,NA,NA,NA
"255","Aethusa cynapium-type",11,"Apiaceae","Aethusa","cynapium"
"280","Agastache",11,"Lamiaceae","Agastache",""
"356","Algae (large)",11,NA,NA,NA
"402","Alisma cf. A. plantago-aquatica",11,"Alismataceae","Alisma",""
"506","Alternanthera (type 1)",11,"Amaranthaceae","Alternanthera",""
"550","Ambrosia-type (circular)",11,"Asteraceae","Ambrosia",""
"559","Amiculosphaera umbracula",11,NA,NA,NA
"575","Amphisphaerella dispersella",11,NA,NA,NA
"717","Anisotes",11,"Acanthaceae","Anisotes",""
"761","Anthoceros (verrucate)",11,"Anthocerotaceae","Anthoceros",""
"834","Antirrhinum/Linaria",11,"Plantaginaceae",NA,""
"1022","Arecaceae/Bromeliaceae",11,NA,"",""
"1069","Arnium",11,NA,NA,NA
"1121","Asarum europaeum",11,"Aristolochiaceae","Asarum","europaeum"
"1331","Atractylis-type",11,"Asteraceae","Atractylis",""
"1344","Atropa",11,"Solanaceae","Atropa",""
"1624","Bitectatodinium tepikiense",11,NA,NA,NA
"1682","Bombardioidea",11,NA,NA,NA
"1742","Botrychium multifidum",11,"Ophioglossaceae","Botrychium","multifidum"
"1802","Bridelia ferruginea",11,"Phyllanthaceae","Bridelia","ferruginea"
"1886","Bunchosia",11,"Malpighiaceae","Bunchosia",""
"1997","Callitriche stagnalis",11,"Plantaginaceae","Callitriche","stagnalis"
"2051","Campanula rotundifolia-type",11,"Campanulaceae","Campanula","rotundifolia"
"2071","Canarium",11,"Burseraceae","Canarium",""
"2352","Celtis/Maclura",11,NA,NA,""
"2525","cf. Adiantum",11,"Pteridaceae","Adiantum",""
"2593","cf. Astronium fraxinifolium (type B)",11,"Anacardiaceae","Astronium",""
"2775","cf. Dryas octopetala",11,"Rosaceae","Dryas",""
"2868","cf. Hippomane",11,"Euphorbiaceae","Hippomane",""
"3067","cf. Platanus",11,"Platanaceae","Platanus",""
"3089","cf. Poterium sanguisorba",11,"Rosaceae","Sanguisorba",""
"3144","cf. Rosa",11,"Rosaceae","Rosa",""
"3166","cf. Samolus",11,"Primulaceae","Samolus",""
"3221","cf. Spirogyra",11,NA,NA,NA
"3483","Cingutriletes",11,NA,NA,NA
"3819","Convolvulus (many spines)",11,"Convolvulaceae","Convolvulus",""
"3881","Cornus alternifolia",11,"Cornaceae","Cornus","alternifolia"
"3974","Coutarea",11,"Rubiaceae","Coutarea",""
"4137","Cuviera",11,"Rubiaceae","Cuviera",""
"4329","Dalechampia-type",11,"Euphorbiaceae","Dalechampia",""
"4430","Diapensia lapponica",11,"Diapensiaceae","Diapensia","lapponica"
"4719","Dypsis",11,"Arecaceae","Dypsis",""
"4808","Elattostachys",11,"Sapindaceae","Elattostachys",""
"4856","Entandrophragma-type",11,"Meliaceae","Entandrophragma",""
"4878","Ephedra cf. E. distachya",11,"Ephedraceae","Ephedra",""
"4911","Ephippiandra",11,"Monimiaceae","Ephippiandra",""
"4990","Ericaceae/Vaccinium",11,"Ericaceae",NA,""
"5104","Eucryphia/Caldcluvia",11,"Cunoniaceae",NA,""
"5118","Eudicotyledoneae (pentacolporate)",11,NA,NA,NA
"5124","Eudicotyledoneae (tetracolpate)",11,NA,NA,NA
"5171","Eudicotyledoneae (tricolporate, echinate)",11,NA,NA,NA
"5186","Eudicotyledoneae (tricolporate, Mauritius type 333, de Boer)",11,NA,NA,NA
"5194","Eudicotyledoneae (tricolporate, microreticulate, type II)",11,NA,NA,NA
"5238","Eudicotyledoneae (tricolporate, reticulate, Mauritius type 357, de Boer)",11,NA,NA,NA
"5304","Eugenia/Melaleuca",11,"Myrtaceae",NA,""
"5359","Euphorbiaceae cf. Sapium",11,"Euphorbiaceae",NA,""
