taxa,count,family,genus,species,corrected
Urticalean Rosids (periporate),15,NA,NA,NA,
Urticalean Rosids (tetraporate),15,NA,NA,NA,
Vepris-type (V. nobilis),15,NA,NA,NA,
Virola oleifera,15,Myristicaceae,Bicuiba,oleifera,
Viviania,15,Francoaceae,Viviania,,
Acacia ehrenbergiana,14,Fabaceae,Vachellia,flava,
Actinocyclus subtilis,14,Ericaceae,Orthilia,,
Adenium-type obesum,14,NA,NA,NA,
Alsophila setosa,14,Cyatheaceae,Alsophila,setosa,
Amaranthaceae (crumpled),14,Amaranthaceae,,,
Anacardiaceae (20 µm),14,Anacardiaceae,,,
"Anadenanthera (polyad, type 16)",14,Fabaceae,Anadenanthera,,
Anemone sect. Hepatica-type,14,Ranunculaceae,Anemone,,
Anthyllis vulneraria,14,Fabaceae,Anthyllis,vulneraria,
Asteroideae (coarse spine),14,Asteraceae,,,
Asteroideae (type 6),14,Asteraceae,,,
Balanites rotundifolia-type,14,Zygophyllaceae,Balanites,,
Balanophoraceae cf. Langsdorffia,14,NA,NA,NA,
Baumea/Gymnoschoenus,14,Cyperaceae,NA,,
Berlinia,14,Fabaceae,Berlinia,,
Bistorta cf. B. officinalis-type,14,Polygonaceae,Bistorta,,
Bravaisia,14,Acanthaceae,Bravaisia,,
Broussasia (flat-lobed),14,NA,NA,NA,
Brucea antidysenterica-type,14,Simaroubaceae,Brucea,,
Buxus madagascarica,14,Buxaceae,Buxus,madagascarica,
Calligonum/Pteropyrum-type,14,Polygonaceae,Calligonum,,
Campanula barbata,14,Campanulaceae,Campanula,barbata,
Caprifoliaceae undiff.,14,Caprifoliaceae,,,
Caryophyllaceae cf. Stellaria pungens,14,NA,NA,NA,
Celtis africana-type,14,Cannabaceae,Celtis,,
Centaurea jacea/C. stoebe,14,Asteraceae,Centaurea,,
Cerastium octandrum-type,14,Caryophyllaceae,Cerastium,,
cf. Calceolaria,14,Calceolariaceae,Calceolaria,,
cf. Carpinus,14,Betulaceae,Carpinus,,
cf. Crataegus-type,14,NA,NA,NA,
cf. Dasylepis,14,Achariaceae,Dasylepis,,
cf. Elatine,14,NA,NA,NA,
cf. Flacourtia,14,Salicaceae,Flacourtia,,
cf. Trema/Lozanella,14,NA,NA,NA,
Chrysosplenium alternifolium,14,Saxifragaceae,Chrysosplenium,alternifolium,
Cnemidaria/Cyathea,14,Cyatheaceae,Cyathea,,
Cnestis ferruginea-type,14,Connaraceae,Cnestis,,
Codonocarpus cotinifolius,14,Gyrostemonaceae,Codonocarpus,cotinifolius,
Comandra umbellata subsp. elegans,14,Santalaceae,Comandra,,
Commelina forskaolii-type,14,Commelinaceae,Commelina,,
Conioselinum,14,Apiaceae,Conioselinum,,
Conostomum,14,Bartramiaceae,Conostomum,,
Cosmarium botrytis,14,Ranunculaceae,Adonis,,
Crassulaceae?,14,Crassulaceae,,,
Cunninghamia,14,Cupressaceae,Cunninghamia,,
Cussonia-type,14,NA,NA,NA,
"Cyathea (trilete, verrucate)",14,Cyatheaceae,Cyathea,,
Cyathea (type 5),14,Cyatheaceae,Cyathea,,
Cyathea manniana-type,14,Cyatheaceae,Cyathea,,
Dioclea,14,Fabaceae,Dioclea,,
"Diospyros (Mauritius type 326, de Boer)",14,Ebenaceae,Diospyros,,
Dipsacus-type narcisseanus,14,NA,NA,NA,
Drosera rotundifolia/D. anglica,14,Droseraceae,Drosera,,
Dryopteridaceae,14,Dryopteridaceae,,,
Ebenaceae undiff.,14,Ebenaceae,,,
Ekebergia-type capensis,14,NA,NA,NA,
Elaeis,14,Arecaceae,Elaeis,,
Ericaceae (type 3),14,Ericaceae,,,
Euastrum cf. E. pectinatum,14,NA,NA,NA,
"Eudicotyledoneae (tricolpate, oblate, granular, 15 µm)",14,NA,NA,NA,
"Eudicotyledoneae (tricolporate, fine reticulate, 28 µm)",14,NA,NA,NA,
"Eudicotyledoneae (tricolporate, long colpi, psilate, 14 µm)",14,NA,NA,NA,
"Eudicotyledoneae (tricolporate, perprolate, 16 µm)",14,NA,NA,NA,
"Eudicotyledoneae (tricolporate, type 542, Kuhry 1988, foveolate/fossulate)",14,NA,NA,NA,
Eudicotyledoneae undiff.,14,NA,NA,NA,
Euphorbia undiff.,14,Euphorbiaceae,Euphorbia,,
Euphorbiaceae (type 2),14,Euphorbiaceae,,,
Euterpe (type 1),14,Arecaceae,Euterpe,,
Evolvulus-type,14,NA,NA,NA,
Fabaceae: Onobrychis-type,14,NA,NA,NA,
Fabales (type E),14,,,,
"Faboideae (oblate, type 14)",14,NA,NA,NA,
Flacourtia,14,Salicaceae,Flacourtia,,
Fleischmannia,14,Asteraceae,Fleischmannia,,
Fuirena,14,Cyperaceae,Fuirena,,
"Fungi (type 14, UAB)",14,NA,NA,NA,
"Fungi (type 41A, UAB)",14,NA,NA,NA,
"Fungi (type 50, UAB)",14,NA,NA,NA,
"Fungi (type 578, Kuhry 1988)",14,NA,NA,NA,
"Fungi (type 7, Helmens & Kuhry 1986)",14,NA,NA,NA,
Galega-type,14,NA,NA,NA,
Gilbertiodendron,14,Fabaceae,Gilbertiodendron,,
Gilbertiodendron-type mayombense,14,NA,NA,NA,
Gladiolus,14,Iridaceae,Gladiolus,,
Gonyaulacaceae,14,NA,NA,NA,
Grevillea/Hakea,14,Proteaceae,NA,,
Haematoxylum,14,Fabaceae,Haematoxylum,,
Harungana madagascariensis-type,14,Hypericaceae,Harungana,,
Heritiera-type,14,NA,NA,NA,
Hovea,14,Fabaceae,Hovea,,
Hugonia,14,Linaceae,Hugonia,,
Huperzia australiana,14,Lycopodiaceae,Huperzia,,
Hydrocotyle (type 1),14,Araliaceae,Hydrocotyle,,
Hymenophyllum tunbrigense-type,14,Hymenophyllaceae,Hymenophyllum,,
Hyphaene thebaica,14,Arecaceae,Hyphaene,thebaica,
Inaperturopollenites sp.,14,NA,NA,NA,
Isoëtes azorica,14,NA,NA,NA,
Justicia (diporate),14,Acanthaceae,Justicia,,
Keetia-type (K. cornelia),14,NA,NA,NA,
Koenigia-type,14,NA,NA,NA,
Lecythidaceae-type,14,NA,NA,NA,
Lepidium,14,Brassicaceae,Lepidium,,
Lepisanthes,14,Sapindaceae,Lepisanthes,,
Luffa cylindrica-type,14,Cucurbitaceae,Luffa,,
Lythrum portula/L. salicaria,14,Lythraceae,Lythrum,,
Maclura pomifera,14,Moraceae,Maclura,pomifera,
Maclura-type,14,NA,NA,NA,
Maianthemum trifolia-type,14,Asparagaceae,Maianthemum,,
Malpighiaceae-type,14,NA,NA,NA,
Matteuccia/Onoclea,14,Onocleaceae,Onoclea,,
mimosoid clade (tetrad),14,NA,NA,NA,
Mitragyna inermis,14,Rubiaceae,Mitragyna,inermis,
Mougeotia gracillima,14,NA,NA,NA,
Muehlenbeckia cf. M. coccoloboides,14,Polygonaceae,Muehlenbeckia,,
Mussaenda,14,Rubiaceae,Mussaenda,,
Myrianthus arboreus,14,Urticaceae,Myrianthus,arboreus,
Myricaceae (type 2),14,Myricaceae,,,
Myrtus-type,14,NA,NA,NA,
Neonauclea comp.,14,Rubiaceae,Neonauclea,,
Oreopolus,14,Rubiaceae,Oreopolus,,
Origanum,14,Lamiaceae,Origanum,,
Ornithogalum,14,Asparagaceae,Ornithogalum,,
Oxytropis-type,14,NA,NA,NA,
Papaveraceae (small),14,Papaveraceae,,,
Parahancornia,14,Apocynaceae,Parahancornia,,
Parapediastrum biradiatum,14,NA,NA,NA,
Pedicularis contorta-type,14,Orobanchaceae,Pedicularis,,
Pentzia monodiana,14,Asteraceae,Pentzia,monodiana,
Peristrophe-type,14,NA,NA,NA,
Plantago cylindrica-type,14,Plantaginaceae,Plantago,,
Pleonotoma,14,Bignoniaceae,Pleonotoma,,
Pleurospermum austriacum-type,14,Apiaceae,Pleurospermum,,
Pogostemon,14,Lamiaceae,Pogostemon,,
Polygonum sect. Duravia,14,NA,NA,NA,
Prunus lusitanica subsp. azorica,14,Rosaceae,Prunus,,
Prunus serotina,14,Rosaceae,Prunus,serotina,
Pterolobium,14,Fabaceae,Pterolobium,,
Pulicaria,14,Asteraceae,Pulicaria,,
Pulmonaria obscura-type,14,Boraginaceae,Pulmonaria,,
Pyrus/Sorbus,14,Rosaceae,NA,,
Ranunculus stagnalis-type,14,Ranunculaceae,Ranunculus,,
Restionaceae cf. Restio,14,NA,NA,NA,
Retitetradites monocolpatus,14,NA,NA,NA,
Rhamnaceae cf. Cryptandra,14,NA,NA,NA,
Ribes nigrum-type,14,Grossulariaceae,Ribes,,
Riccia undiff.,14,NA,NA,NA,
Rumex cf. R. salicifolius,14,Polygonaceae,Rumex,,
Salicornia,14,Amaranthaceae,Salicornia,,
Samolus-type,14,NA,NA,NA,
Sarcaulus sp.,14,Sapotaceae,Sarcaulus,,
Schefflera-type,14,NA,NA,NA,
Schima-type,14,NA,NA,NA,
Schizaea cf. S. attenuata,14,Schizaeaceae,Schizaea,,
Schizolobium,14,Fabaceae,Schizolobium,,
Simmondsia chinensis,14,Simmondsiaceae,Simmondsia,chinensis,
Sixalix atropurpurea-type,14,Caprifoliaceae,Scabiosa,,
Solanum (type 2),14,Solanaceae,Solanum,,
Spermatophyta indet. (type 35),14,NA,NA,NA,
Spermatophyta indet. (type 51),14,NA,NA,NA,
"Sphaerodes sp. (type 8, LOP-NAU)",14,NA,NA,NA,
Spondias (type 20),14,Anacardiaceae,Spondias,,
Stachys sylvatica,14,Lamiaceae,Stachys,sylvatica,
Syzygium-type guineense,14,NA,NA,NA,
Tapura,14,Dichapetalaceae,Tapura,,
"Tardigrada (type 902, HdV)",14,NA,NA,NA,
Tardigrada undiff.,14,NA,NA,NA,
Tetracarpaeaceae cf. Tetracarpaea,14,NA,NA,NA,
Tetrapleura tetraptera-type,14,Fabaceae,Tetrapleura,,
Thalictrum alpinum-type,14,Ranunculaceae,Thalictrum,,
Trachomitum,14,Apocynaceae,Gymnema,,
Trichothyrium,14,NA,NA,NA,
Unknown (arboreal),14,NA,NA,NA,
Unknown (stephanocolpate),14,NA,NA,NA,
Unknown (striate),14,NA,NA,NA,
Unknown (type 104),14,NA,NA,NA,
Unknown (type 107),14,NA,NA,NA,
Unknown (type 157),14,NA,NA,NA,
Unknown (type 40),14,NA,NA,NA,
"Unknown (type B8, Melief 1985)",14,NA,NA,NA,
Unknown/Rare,14,NA,NA,NA,
Utricularia vulgaris,14,Lentibulariaceae,Utricularia,vulgaris,
Vernonia poskeana,14,Asteraceae,Vernonia,poskeana,
Verrucosisporites sp.,14,NA,NA,NA,
Viburnum lantana-type,14,Viburnaceae,Viburnum,,
Viola tricolor,14,Violaceae,Viola,tricolor,
Acacia gerrardii,13,Fabaceae,Vachellia,gerrardii,
Acaena-type,13,NA,NA,NA,
Achomosphaera,13,NA,NA,NA,
Adriana,13,Euphorbiaceae,Adriana,,
Aglaia-type,13,NA,NA,NA,
Ajuga,13,Lamiaceae,Ajuga,,
Alternaria,13,NA,NA,NA,
Althaea officinalis,13,Malvaceae,Althaea,officinalis,
Andrachne,13,Phyllanthaceae,Andrachne,,
Anthodiscus,13,Caryocaraceae,Anthodiscus,,
Antiaris-type,13,NA,NA,NA,
Antidaphne-type,13,NA,NA,NA,
Ardisia,13,Primulaceae,Ardisia,,
"Ascomycota (type 100, OU)",13,NA,NA,NA,
Asteraceae (large),13,Asteraceae,,,
Bassia laniflora,13,Amaranthaceae,Bassia,laniflora,
Blighia-type unijugata,13,NA,NA,NA,
Botrychium cf. B. multifidum,13,Ophioglossaceae,Botrychium,,
Calligonum polygonoides,13,Polygonaceae,Calligonum,polygonoides,
Centaurea depressa,13,Asteraceae,Centaurea,depressa,
Centrolepidaceae,13,Restionaceae,,,
Ceriops-type,13,NA,NA,NA,
cf. Arctostaphylos,13,Ericaceae,Arctostaphylos,,
cf. Castanea,13,Fagaceae,Castanea,,
cf. Filinia longiseta-type,13,NA,NA,NA,
cf. Myrianthus,13,Urticaceae,Myrianthus,,
cf. Tachigali,13,Fabaceae,Tachigali,,
Charcoal (bordered pit),13,NA,NA,NA,
Cleome sp.,13,Cleomaceae,Cleome,,
Colubrina,13,Rhamnaceae,Colubrina,,
Comandra,13,Santalaceae,Comandra,,
Cosmarium granatum,13,Ranunculaceae,Adonis,,
Cotoneaster,13,Rosaceae,Cotoneaster,,
Cyrillaceae,13,Cyrillaceae,,,
Cystopteris sudetica,13,Cystopteridaceae,Cystopteris,sudetica,
Diervilla,13,Caprifoliaceae,Diervilla,,
Diplarrena-type,13,NA,NA,NA,
"Diplocladiella cf. D. scalaroides (type 1025, HdV)",13,NA,NA,NA,
Dipteryx,13,Fabaceae,Dipteryx,,
Dorstenia foetida-type,13,Moraceae,Dorstenia,,
Dracaena-type,13,NA,NA,NA,
Elaeoluma glabrescens,13,Sapotaceae,Elaeoluma,glabrescens,
Ephedra viridis,13,Ephedraceae,Ephedra,viridis,
Eriophorum angustifolium/E. vaginatum,13,Cyperaceae,Eriophorum,,
Erisma,13,Vochysiaceae,Erisma,,
Erythroxylum citrifolium (type 2),13,Erythroxylaceae,Erythroxylum,citrifolium,
"Eudicotyledoneae (tricolpate, fine striate)",13,NA,NA,NA,
"Eudicotyledoneae (tricolpate, microreticulate)",13,NA,NA,NA,
Euphorbia (small),13,Euphorbiaceae,Euphorbia,,
Euphorbia cf. E. helioscopia,13,Euphorbiaceae,Euphorbia,,
"Fabaceae (psilate, small)",13,Fabaceae,,,
Fabaceae pro parte,13,Fabaceae,,,
Flabellaria-type (F. paniculata),13,NA,NA,NA,
Forestiera,13,Oleaceae,Forestiera,,
"Fungi (type 2, UAB)",13,NA,NA,NA,
"Fungi (type 21, UAB)",13,NA,NA,NA,
"Fungi (type 31, UAB)",13,NA,NA,NA,
Gagea nevadensis,13,Liliaceae,Gagea,nevadensis,
Gelasinospora reticulispora,13,NA,NA,NA,
Geranium robertianum-type,13,Geraniaceae,Geranium,,
Grewioideae,13,NA,NA,NA,
Gymnocarpos,13,Caryophyllaceae,Gymnocarpos,,
Helictochloa versicolor,13,Poaceae,Helictochloa,versicolor,
Heteranthera,13,Pontederiaceae,Heteranthera,,
Hippophaë cf. H. rhamnoides,13,NA,NA,NA,
Huperzia phlegmaria-type,13,Lycopodiaceae,Huperzia,,
Huperzia selago undiff.,13,Lycopodiaceae,Huperzia,,
Hyalosphenia elegans,13,NA,NA,NA,
Hymenophyllum tunbrigense,13,Hymenophyllaceae,Hymenophyllum,tunbrigense,
Hyophorbe-type,13,NA,NA,NA,
Ilex (type 1),13,Aquifoliaceae,Ilex,,
Jamesonia (Eriosorus sensu stricto),13,Pteridaceae,Jamesonia,,
Justicia anselliana-type,13,Acanthaceae,Justicia,,
Labourdonnaisia-type,13,NA,NA,NA,
Leontice-type,13,NA,NA,NA,
Lepidocaryum,13,Arecaceae,Lepidocaryum,,
Leptecophylla,13,Ericaceae,Leptecophylla,,
Leptospermum myrsinoides,13,Myrtaceae,Leptospermum,myrsinoides,
Ligustrum vulgare-type,13,Oleaceae,Ligustrum,,
Lycopodiaceae: Lycopodium-type (type 3),13,NA,NA,NA,
Lycopodiella,13,Lycopodiaceae,Lycopodiella,,
Lycopodium annotinum/Diphasiastrum complanatum,13,NA,NA,NA,
Markhamia,13,Bignoniaceae,Markhamia,,
Menispermum,13,Menispermaceae,Menispermum,,
Montiaceae cf. Montia,13,NA,NA,NA,
"Mougeotia cf. M. gracillima (type 61, HdV)",13,NA,NA,NA,
Mutisieae undiff.,13,,,,
Myrtaceae (type 4),13,Myrtaceae,,,
Myrtaceae (type 56a),13,Myrtaceae,,,
Nyssa sylvatica-type,13,Nyssaceae,Nyssa,,
Ormocarpum-type,13,NA,NA,NA,
Osmunda (baculate),13,Osmundaceae,Osmunda,,
Papaver rhoeas group,13,Papaveraceae,Papaver,,
Pediastrum patagonicum,13,NA,NA,NA,
Pera-type,13,NA,NA,NA,
Phymatodes-type,13,NA,NA,NA,
Picea (degraded),13,Pinaceae,Picea,,
Pinaceae (broken),13,Pinaceae,,,
Pinus aristata,13,Pinaceae,Pinus,aristata,
Pinus maritima-type,13,Pinaceae,Pinus,,
Platyzoma microphyllum,13,Pteridaceae,Pteris,platyzomopsis,
Plectranthus congestus,13,Lamiaceae,Plectranthus,congestus,
Pleurandra,13,NA,NA,NA,
Polygala comosa-type,13,Polygalaceae,Polygala,,
Polygonatum verticillatum,13,Asparagaceae,Polygonatum,verticillatum,
Polygonum delopyrum-type,13,Polygonaceae,Polygonum,,
Polygonum sensu lato (tricolporate),13,Polygonaceae,Polygonum,,
"Polypodiophyta (monolete, verrucate, type II)",13,NA,NA,NA,
Potentilla aurea,13,Rosaceae,Potentilla,aurea,
Prosopis africana,13,Fabaceae,Anonychium,africanum,
Proteaceae cf. Grevillea,13,NA,NA,NA,
Quercus macrocarpa,13,Fagaceae,Quercus,macrocarpa,
Ranunculaceae/Papaveraceae undiff.,13,NA,NA,NA,
Ranunculus batrachioides,13,Ranunculaceae,Ranunculus,batrachioides,
Ranunculus flabellaris,13,Ranunculaceae,Ranunculus,flabellaris,
Retipollenites sp.,13,NA,NA,NA,
Retitricolpites sp.,13,NA,NA,NA,
"Rhytidospora cf. R. tetraspora (type 171, HdV)",13,NA,NA,NA,
Ribes-type,13,NA,NA,NA,
Rosa abyssinica-type,13,Rosaceae,Rosa,,
Ruppiaceae,13,Ruppiaceae,,,
Salpichroa-type,13,NA,NA,NA,
Sapindaceae (type A),13,Sapindaceae,,,
Scenedesmus cf. naegelii,13,NA,NA,NA,
Selaginella decomposita,13,Selaginellaceae,Selaginella,decomposita,
Selinum carvifolia,13,Apiaceae,Selinum,,
Silene undiff.,13,Caryophyllaceae,Silene,,
Simaroubaceae,13,Simaroubaceae,,,
Solanaceae (type 3),13,Solanaceae,,,
Solanaceae aff. Fabiana,13,NA,NA,NA,
Solanecio-type (S. mannii),13,NA,NA,NA,
Spermacoce chaetocephala,13,Rubiaceae,Spermacoce,chaetocephala,
"Spermatophyta (colporate, type 3)",13,NA,NA,NA,
Stachys palustris,13,Lamiaceae,Stachys,palustris,
Stryphnodendron-type,13,NA,NA,NA,
Tarasa-type,13,NA,NA,NA,
Thalictrum sp.,13,Ranunculaceae,Thalictrum,,
Toddalia,13,Rutaceae,Toddalia,,
Trachycarpus fortunei,13,Arecaceae,Trachycarpus,fortunei,
Triletes (>30 µm),13,NA,NA,NA,
Typha latifolia (broken),13,Typhaceae,Typha,latifolia,
Uapaca robynsii-type,13,Phyllanthaceae,Uapaca,,
Uebelinia-type (U. abyssinica),13,NA,NA,NA,
"Unknown (cf. spore, rounded)",13,NA,NA,NA,
Unknown (type 170),13,NA,NA,NA,
"Unknown (type 183, HdV)",13,NA,NA,NA,
Unknown (type N),13,NA,NA,NA,
"Unknown (type P5, Melief 1985)",13,NA,NA,NA,
Urticaceae/Moraceae (hexaporate),13,NA,NA,NA,
Vicia hirsuta/V. tetrasperma,13,Fabaceae,Vicia,,
Viola arvensis,13,Violaceae,Viola,arvensis,
Vitex doniana,13,Lamiaceae,Vitex,doniana,
Acalypha sp.,12,Euphorbiaceae,Acalypha,,
Acer cf. A. pensylvanicum,12,Sapindaceae,Acer,,
Adonis vernalis,12,Ranunculaceae,Adonis,vernalis,
aff. Melanoxylon,12,Fabaceae,Melanoxylum,,
Agarista,12,Ericaceae,Agarista,,
Alchemilla pentaphyllea-type,12,Rosaceae,Alchemilla,,
Anacardiaceae (type 16),12,Anacardiaceae,,,
Anthoceros (type II),12,Anthocerotaceae,Anthoceros,,
Arabis,12,Brassicaceae,Arabis,,
Arenga-type,12,NA,NA,NA,
Arnica,12,Asteraceae,Arnica,,
Ascarina lucida,12,Chloranthaceae,Ascarina,lucida,
Asteraceae (type 2C),12,Asteraceae,,,
Asteraceae undiff. (crumpled),12,Asteraceae,,,
Atriplex nudicaulis,12,Amaranthaceae,Atriplex,nudicaulis,
"Bactrodesmium-type (type 502, HdV)",12,NA,NA,NA,
Ballota,12,Lamiaceae,Ballota,,
Basella,12,Basellaceae,Basella,,
Basilicum-type,12,NA,NA,NA,
Betula cf. B. occidentalis,12,Betulaceae,Betula,,
Bidens tripartita-type,12,Asteraceae,Bidens,,
Blighia-type,12,NA,NA,NA,
Boehmeria-type,12,NA,NA,NA,
Broussasia (round-lobed),12,NA,NA,NA,
Burseraceae undiff.,12,Burseraceae,,,
Cassia/Senna,12,Fabaceae,NA,,
Castanea?,12,Fagaceae,Castanea,,
Celtis (type 4),12,Cannabaceae,Celtis,,
cf. Aconitum,12,Ranunculaceae,Aconitum,,
cf. Asparagus,12,Asparagaceae,Asparagus,,
cf. Caltha,12,Ranunculaceae,Caltha,,
cf. Capparis,12,Capparaceae,Capparis,,
cf. Epilobium,12,Onagraceae,Epilobium,,
cf. Eriogonum,12,Polygonaceae,Eriogonum,,
cf. Gentianella-type,12,NA,NA,NA,
cf. Primula,12,Primulaceae,Primula,,
cf. Rafinesquia,12,NA,NA,NA,
cf. Saxifraga granulata,12,Saxifragaceae,Saxifraga,,
cf. Saxifraga oppositifolia,12,Saxifragaceae,Saxifraga,,
cf. Sibbaldianthe bifurca,12,Rosaceae,Sibbaldianthe,,
cf. Stellaria,12,NA,NA,NA,
cf. Veronica,12,Plantaginaceae,Veronica,,
cf. Zollernia,12,Fabaceae,Zollernia,,
Charpentiera,12,Amaranthaceae,Charpentiera,,
Chomelia,12,Rubiaceae,Chomelia,,
Chrysosplenium tetrandrum,12,Saxifragaceae,Chrysosplenium,tetrandrum,
Cingutriletes interruptus,12,NA,NA,NA,
Clavainaperturites aff. C. clavatus,12,NA,NA,NA,
Cleome-type gynandra,12,NA,NA,NA,
Clibadium,12,Asteraceae,Clibadium,,
Combretum glutinosum,12,Combretaceae,Combretum,glutinosum,
Consolida ambigua-type,12,Ranunculaceae,Delphinium,,
Copaifera aff. C. coriacea,12,Fabaceae,Copaifera,,
Cornus-type,12,NA,NA,NA,
Ctenitis,12,Dryopteridaceae,Ctenitis,,
Cuscuta epithymum,12,Convolvulaceae,Cuscuta,epithymum,
Cyathea-type manniana,12,NA,NA,NA,
Cyperaceae (degraded),12,Cyperaceae,,,
"Cyperaceae (globose, <20 µm)",12,Cyperaceae,,,
Cyperaceae cf. Rhynchospora alba,12,NA,NA,NA,
Dalbergia (type 1),12,Fabaceae,Dalbergia,,
Dendrobangia,12,Cardiopteridaceae,Dendrobangia,,
Descurainia,12,Brassicaceae,Descurainia,,
Dichrostachys cinerea-type,12,Fabaceae,Dichrostachys,,
Dicranopteris linearis,12,Gleicheniaceae,Dicranopteris,linearis,
Dimorphandra,12,Fabaceae,Dimorphandra,,
Diphasiastrum sitchense,12,Lycopodiaceae,Lycopodium,sitchense,
Dipsacus fullonum,12,Caprifoliaceae,Dipsacus,fullonum,
Doronicum,12,Asteraceae,Doronicum,,
Ephedra alata,12,Ephedraceae,Ephedra,alata,
Erica cf. E. cinerea,12,Ericaceae,Erica,,
Escallonia undiff.,12,Escalloniaceae,Escallonia,,
"Eudicotyledoneae (pericolporate, echinate, Mauritius type 188, de Boer)",12,NA,NA,NA,
Eudicotyledoneae (tetracolporate),12,NA,NA,NA,
"Eudicotyledoneae (tricolporate, globose)",12,NA,NA,NA,
"Eudicotyledoneae (tricolporate, type 2)",12,NA,NA,NA,
"Fabaceae (reticulate, large)",12,Fabaceae,,,
"Fabaceae (reticulate, small)",12,Fabaceae,,,
Faboideae (reticulate),12,NA,NA,NA,
Fagopyrum esculentum-type,12,Polygonaceae,Fagopyrum,,
Flabellariopsis-type,12,NA,NA,NA,
Fraxinus anomala,12,Oleaceae,Fraxinus,anomala,
"Fungi (type 15, UAB)",12,NA,NA,NA,
"Fungi (type 20, HdV)",12,NA,NA,NA,
"Fungi (type 6, Helmens & Kuhry 1986)",12,NA,NA,NA,
Gaeumannomyces undiff.,12,NA,NA,NA,
Gleicheniidites,12,NA,NA,NA,
Helosciadium inundatum,12,Apiaceae,Apium,inundatum,
Hibiscus-type,12,NA,NA,NA,
Hieronyma (type 1),12,Phyllanthaceae,Hieronyma,,
Hippeastrum,12,Amaryllidaceae,Hippeastrum,,
Hypericum pulchrum,12,Hypericaceae,Hypericum,pulchrum,
Hypoxis hirsuta,12,Hypoxidaceae,Hypoxis,hirsuta,
Ilex cf. I. mitis,12,Aquifoliaceae,Ilex,,
Impatiens parviflora,12,Balsaminaceae,Impatiens,parviflora,
Iron,12,Ochnaceae,Sauvagesia,,
Kedrostis-type foetidissima,12,NA,NA,NA,
Laserpitium,12,Apiaceae,Laserpitium,,
Lathraea,12,Orobanchaceae,Lathraea,,
Leucanthemopsis alpina,12,Asteraceae,Leucanthemopsis,alpina,
Limonium-type,12,NA,NA,NA,
Linociera,12,Oleaceae,Chionanthus,,
Lithospermum-type,12,NA,NA,NA,
Ludwigia cf. L. adscendens,12,Onagraceae,Ludwigia,,
Ludwigia-type,12,NA,NA,NA,
Lycopodium dendroideum,12,Lycopodiaceae,Lycopodium,dendroideum,
Lysimachia cf. L. vulgaris,12,Primulaceae,Lysimachia,,
Malus sylvestris,12,Rosaceae,Malus,sylvestris,
Malus/Prunus-type,12,Rosaceae,Malus,,
Marattia,12,Marattiaceae,Marattia,,
Meryta,12,Araliaceae,Meryta,,
Mimosa (5 µm),12,Fabaceae,Mimosa,,
Mimosa (polyad),12,Fabaceae,Mimosa,,
mimosoid clade (indeterminable),12,NA,NA,NA,
Mitragyna-type stipulosa,12,NA,NA,NA,
Morella/Corylus-type,12,Myricaceae,Morella,,
Myoporaceae sensu stricto,12,NA,NA,NA,
Myrianthus-type arboreus,12,NA,NA,NA,
Myriophyllum sibiricum,12,Haloragaceae,Myriophyllum,sibiricum,
Myrsine-type,12,NA,NA,NA,
Neea,12,Nyctaginaceae,Neea,,
Newtonia-type,12,NA,NA,NA,
Pachypodium-type,12,NA,NA,NA,
Pandanus-type,12,NA,NA,NA,
Paralecaniella,12,NA,NA,NA,
Pediastrum (type B),12,NA,NA,NA,
Perfotricolpites digitatus,12,NA,NA,NA,
Persicaria hydropiper/P. lapathifolia,12,Polygonaceae,Persicaria,,
Persicaria hydropiperoides-type,12,Polygonaceae,Persicaria,,
Pfaffia,12,Amaranthaceae,Pfaffia,,
Phyllanthus reticulatus,12,Phyllanthaceae,Phyllanthus,reticulatus,
Pinguicula vulgaris,12,Lentibulariaceae,Pinguicula,vulgaris,
Pinus rigida-type,12,Pinaceae,Pinus,,
Pityrogramma calomelanos,12,Pteridaceae,Pityrogramma,calomelanos,
Plantago canescens-type,12,Plantaginaceae,Plantago,,
Poiretia,12,Fabaceae,Poiretia,,
Polemonium acutiflorum,12,Polemoniaceae,Polemonium,acutiflorum,
Polypodioideae,12,Polypodiaceae,,,
"Polypodiophyta (monolete, thick, large)",12,NA,NA,NA,
Polypodium/Isoëtes,12,Polypodiaceae,Polypodium,,
Potentilla-type undiff.,12,NA,NA,NA,
Pteridaceae: Pityrogramma-type,12,NA,NA,NA,
Quararibea,12,Malvaceae,Quararibea,,
Ranunculus-type undiff.,12,NA,NA,NA,
Reseda luteola,12,Resedaceae,Reseda,luteola,
Rhus longipes,12,Anacardiaceae,Searsia,longipes,
Rhus typhina,12,Anacardiaceae,Rhus,typhina,
Rhynchospora alba-type,12,Cyperaceae,Rhynchospora,,
Robinia pseudoacacia,12,Fabaceae,Robinia,pseudoacacia,
Rubiaceae: Tocoyena-type,12,NA,NA,NA,
Rubus idaeus-type,12,Rosaceae,Rubus,,
Ruta graveolens,12,Rutaceae,Ruta,graveolens,
Salacia,12,Celastraceae,Salacia,,
Saxifraga cernua/S. rivularis-type,12,Saxifragaceae,Saxifraga,,
Schoenoplectus lacustris subsp. lacustris,12,Cyperaceae,Schoenoplectus,,
Scleranthus annuus-type,12,Caryophyllaceae,Scleranthus,,
Scorzonera,12,Asteraceae,Scorzonera,,
